study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB21504	SAMEA104205702	ERS1864720	ERX2145656	ERR2088862	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088862/ERR2088862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088862/ERR2088862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088862/ERR2088862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088862/ERR2088862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC33.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC33.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC33.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC33.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088862	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088862		
PRJEB21504	SAMEA104205703	ERS1864721	ERX2145657	ERR2088863	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088863/ERR2088863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088863/ERR2088863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088863/ERR2088863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088863/ERR2088863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC34.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC34.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC34.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC34.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088863	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088863		
PRJEB21504	SAMEA104205704	ERS1864722	ERX2145658	ERR2088864	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088864/ERR2088864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088864/ERR2088864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088864/ERR2088864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088864/ERR2088864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC35.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC35.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC35.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC35.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088864	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088864		
PRJEB21504	SAMEA104205705	ERS1864723	ERX2145659	ERR2088865	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088865/ERR2088865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088865/ERR2088865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088865/ERR2088865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088865/ERR2088865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC36.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC36.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC36.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC36.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088865	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088865		
PRJEB21504	SAMEA104205706	ERS1864724	ERX2145660	ERR2088866	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088866/ERR2088866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088866/ERR2088866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088866/ERR2088866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088866/ERR2088866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC37.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC37.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC37.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC37.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088866	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088866		
PRJEB21504	SAMEA104205707	ERS1864725	ERX2145661	ERR2088867	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088867/ERR2088867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088867/ERR2088867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088867/ERR2088867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088867/ERR2088867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC38.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC38.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC38.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC38.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088867	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088867		
PRJEB21504	SAMEA104205708	ERS1864726	ERX2145662	ERR2088868	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088868/ERR2088868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088868/ERR2088868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088868/ERR2088868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088868/ERR2088868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC39.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC39.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC39.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC39.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088868	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088868		
PRJEB21504	SAMEA104205709	ERS1864727	ERX2145663	ERR2088869	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088869/ERR2088869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088869/ERR2088869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088869/ERR2088869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088869/ERR2088869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC40.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC40.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC40.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC40.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088869	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088869		
PRJEB21504	SAMEA104205710	ERS1864728	ERX2145664	ERR2088870	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088870/ERR2088870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088870/ERR2088870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088870/ERR2088870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088870/ERR2088870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC41.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC41.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC41.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC41.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088870	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088870		
PRJEB21504	SAMEA104205711	ERS1864729	ERX2145665	ERR2088871	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088871/ERR2088871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088871/ERR2088871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088871/ERR2088871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088871/ERR2088871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC42.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC42.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC42.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC42.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088871	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088871		
PRJEB21504	SAMEA104205712	ERS1864730	ERX2145666	ERR2088872	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088872/ERR2088872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088872/ERR2088872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088872/ERR2088872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088872/ERR2088872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC43.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC43.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC43.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC43.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088872	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088872		
PRJEB21504	SAMEA104205713	ERS1864731	ERX2145667	ERR2088873	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088873/ERR2088873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088873/ERR2088873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088873/ERR2088873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088873/ERR2088873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC44.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC44.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC44.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC44.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088873	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088873		
PRJEB21504	SAMEA104205714	ERS1864732	ERX2145668	ERR2088874	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088874/ERR2088874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088874/ERR2088874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088874/ERR2088874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088874/ERR2088874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC45.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC45.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC45.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC45.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088874	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088874		
PRJEB21504	SAMEA104205715	ERS1864733	ERX2145669	ERR2088875	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088875/ERR2088875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088875/ERR2088875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088875/ERR2088875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088875/ERR2088875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC46.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC46.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC46.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC46.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088875	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088875		
PRJEB21504	SAMEA104205716	ERS1864734	ERX2145670	ERR2088876	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088876/ERR2088876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088876/ERR2088876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088876/ERR2088876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/006/ERR2088876/ERR2088876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC47.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC47.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC47.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC47.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088876	ftp.sra.ebi.ac.uk/vol1/err/ERR208/006/ERR2088876		
PRJEB21504	SAMEA104205717	ERS1864735	ERX2145671	ERR2088877	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088877/ERR2088877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088877/ERR2088877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088877/ERR2088877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/007/ERR2088877/ERR2088877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC48.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC48.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC48.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC48.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088877	ftp.sra.ebi.ac.uk/vol1/err/ERR208/007/ERR2088877		
PRJEB21504	SAMEA104205718	ERS1864736	ERX2145672	ERR2088878	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088878/ERR2088878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088878/ERR2088878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088878/ERR2088878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/008/ERR2088878/ERR2088878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC49.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC49.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC49.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC49.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088878	ftp.sra.ebi.ac.uk/vol1/err/ERR208/008/ERR2088878		
PRJEB21504	SAMEA104205719	ERS1864737	ERX2145673	ERR2088879	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088879/ERR2088879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088879/ERR2088879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088879/ERR2088879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/009/ERR2088879/ERR2088879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC50.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC50.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC50.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC50.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088879	ftp.sra.ebi.ac.uk/vol1/err/ERR208/009/ERR2088879		
PRJEB21504	SAMEA104205720	ERS1864738	ERX2145674	ERR2088880	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088880/ERR2088880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088880/ERR2088880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088880/ERR2088880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/000/ERR2088880/ERR2088880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC51.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC51.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC51.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC51.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088880	ftp.sra.ebi.ac.uk/vol1/err/ERR208/000/ERR2088880		
PRJEB21504	SAMEA104205721	ERS1864739	ERX2145675	ERR2088881	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088881/ERR2088881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088881/ERR2088881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088881/ERR2088881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/001/ERR2088881/ERR2088881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC52.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC52.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC52.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC52.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088881	ftp.sra.ebi.ac.uk/vol1/err/ERR208/001/ERR2088881		
PRJEB21504	SAMEA104205722	ERS1864740	ERX2145676	ERR2088882	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088882/ERR2088882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088882/ERR2088882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088882/ERR2088882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/002/ERR2088882/ERR2088882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC53.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC53.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC53.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC53.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088882	ftp.sra.ebi.ac.uk/vol1/err/ERR208/002/ERR2088882		
PRJEB21504	SAMEA104205723	ERS1864741	ERX2145677	ERR2088883	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088883/ERR2088883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088883/ERR2088883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088883/ERR2088883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/003/ERR2088883/ERR2088883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC54.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC54.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC54.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC54.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088883	ftp.sra.ebi.ac.uk/vol1/err/ERR208/003/ERR2088883		
PRJEB21504	SAMEA104205724	ERS1864742	ERX2145678	ERR2088884	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088884/ERR2088884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088884/ERR2088884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088884/ERR2088884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/004/ERR2088884/ERR2088884_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC55.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC55.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC55.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC55.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088884	ftp.sra.ebi.ac.uk/vol1/err/ERR208/004/ERR2088884		
PRJEB21504	SAMEA104205725	ERS1864743	ERX2145679	ERR2088885	9606	Homo sapiens	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088885/ERR2088885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088885/ERR2088885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088885/ERR2088885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR208/005/ERR2088885/ERR2088885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC56.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC56.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC56.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA983/ERA983999/fastq/DC56.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088885	ftp.sra.ebi.ac.uk/vol1/err/ERR208/005/ERR2088885		
